0.568 liter, pint
überbetont, overemphasized
überbevölkern, overpeople
überbevölkerung, excess of population
überbevölkerung, overpopulation
überbevorraten, overstock
überbewertend, overvaluing
überbewerten, overestimate
überbewerten, overvalue
überbewerteten, overvalued
überbewertete, overvalued
überbewertete währung, overvalued currency
überbewertet, overvalued
überbewertung, overvaluation
überbewußt, superconscious
überbezahlend, overpaying
überbezahlen, overpay
überbezahlt, overpaid
überbezahlung, overpay
überbietend, outbidding
überbieten, outbid
überbieten, overbid
überbietet, outbids
überblattung, cross halving
überbleibsel, leavings
überblickend, surveying
überblicken, oversee
überblicken, overview
überblicken, survey
überblick geben, outline
überblick, survey
überblickten, surveyed
überblickte, surveyed
überblickt, surveys
überblick, view
überblocken, overlook
über bord geworfene ladung, jetsam
über bord geworfene ware, jetsam
über bord, overboard
über bord spülen, to wash overboard
über bord spülen, wash overboard
über bord werfen, jettison
überbordwerfen, jettison
überboten, outbidded
überbot, outbade
überbrennen, overburn
überbringen, bear
überbringer, bearer
überbringerklausel, bearer clause
überbringerscheck, bearer cheque
überbringerscheck, cheque to bearer
überbrückbar, bridgeable
überbrücken, bridge
überbrückend, bridging
überbrückend, spanning
überbrückte, bridged
überbrückung, bridging
überbrückungsdarlehen, bridging loan
überbrückungshilfe, interim aid
überbrückungshilfe, tideover allowance
überbrückungskredit, accommodation credit
überbrückungskredit, bridging loan
überbrückungskredit, interim loan
überbrückungskredit, stop-gap loan
überbrückungskreditþ, stop-gap loan
überbrückungszeitraum, transitory period
überbwertete währung, overvalued currency
überdachend, roofing
überdachen, roof
überdachte kirchgang, lichgate
überdachter schober, barn shed
überdachtest, thought over
überdacht, roofed
überdachung, roofage
über das ganze land verbreitet, nationwide
überdauernd, outlasting
überdauern, outlast
überdauerten, outlasted
überdauerte, outlasted
überdauert, outlasts
überdecken, cover
überdecken, cover over
überdeckend, overlaid
überdecken, encrust
überdecken, overshadow
überdeckte straße, covered street
überdehnen, overexpand
überdehnung, overexpansion
über dem durchschnitt, above average
über dem meer, above sea level
über dem nennwert, above par
über den 31 dezember hinaus, beyond december 31
über den bäumen, above the trees
über den berg kommen, turn the corner
über den berg sein, be over the worst
über den bestand verkaufen, oversell
über den deich gehen, go west
über den grünen klee loben, praise to the skies
über den kanal, across the channel
überdenkend, mulling
überdenken, mull
über den kopf gewachsen, outgrown
über den kopf wachsend, outgrowing
über den kopf wachsen, outgrown
überdenkt neu, reconsiders
über den schalter, over the counter
über der kapazität, above capacity
über die segmente hinaus, suprasegmental
überdies, moreover
über die stränge schlagen, kick over the traces
über die straße, across the road
überdimensioniert, oversized
über drahtbrücke auswählbar, jumper selectable
überdrehend, overwinding
überdrehen, overwind
überdrehe, overwind
überdreist, overbold
überdrucken, overprint
überdruck, overprint
überdruckten, overprinted
überdruckte, overprinted
überdruckt, overprints
überdruckventil, relief valve
überdrüssig, bored with
überdrüssigere, more tired of
überdrüssig vertröstet zu werden, i am tired of being put off
überdruß, tedium
überdruss, weariness
über durchschnitt, above average
überdurchschnittlich, above average
überdurchschnittliches wachstum, above average growth
überdurchschnittlich groß, kingsize
überdurchschnittlichste, most outstanding
überdurchschnittlich, surpassing
überegionale presse, national press
übereifrigere, more overzealous
übereifrig, officious
übereifrigste, most overzealous
übereigne, assign transfer
übereignend, assigning transfer
übereignet, assigns transfer
übereignete, assigned transfer
übereignungsurkunde, bill of sale
übereilig, overhasty
übereilter, overhasty
übereilung, precipitance
übereilung, precipitation
übereinandergelagert, one superimposed on the other
übereinandergreifen, overlap
übereinanderliegende arkaden, superposed arcades
übereinander, one upon the other
über eine feste zahl hinausgehende menge, odd
über eine leitung leiten, pipeline
über einen antrag entscheiden, decide on a motion
über einen solch langen zeitraum, over such a long period
übereingestimmt, accorded
übereinkommen, accord
übereinkommen, arrange
übereinkommen, arrangements
übereinkommen, come to an agreement
übereinkommend, by mutual agreement
übereinkommend, reaching an agreement
übereinkommen, mutual consent
übereinkommen, understanding
übereinkunft, accord
übereinkunft, agreement
übereinkunft, deal
übereinkünfte, understandings
übereinstimmen, agree
übereinstimmen, agree with
übereinstimmend, accordant
übereinstimmend, conformable
übereinstimmend, congruent
übereinstimmende, accordantly
übereinstimmend mit, conforming with
übereinstimmend mit, in agreement with
übereinstimmen, match
übereinstimmen mit, accord with
übereinstimmen mit, correspond with
übereinstimmen, tally
übereinstimmung, accord
übereinstimmung, accordance
übereinstimmung, agreement
übereinstimmung, analogy
übereinstimmung, concent
übereinstimmung, conformity
übereinstimmung, congruence
übereinstimmung, consensus
übereinstimmung, correspondence
übereinstimmung der parteien, agreement between the parties
übereinstimmungen, accordances
übereinstimmung gemäß, conformity with
übereinstimmung, identicalness
übereinstimmung, in compliance with a condition
übereinstimmung, match
übereinstimmung mit, accord with
überempfindlichere, more oversensitive
überempfindlich, hypersensitive
überempfindlichkeit, hypersensitivity
überempfindlichste, most oversensitive
überentschädigung, overcompensation
überentwickelnd, overdeveloping
überentwickeln, overdevelop
überentwickelte, overdeveloped
überentwickelt, overdevelops
überentwicklung, overdevelopment
überernährung, supernutrition
überessend, overeating
überessen, overeaten
über etwas drucken, overprint
über etwas nachdenken, reflect on sth
über etwas nachdenken, think about sth
über etwas sprechen, speak about something
über fachausbildung verfügen, be skilled in one's trade
über fachausbildung verfügen, to be skilled in one's trade
überfahrend, running over
überfahren, knock down
überfahrt, crossing
überfahrt, passage
überfährt, runs over
überfall, aggression
überfall, attack on
überfälle, inroads
überfallen, ambush
überfallend, attacking
überfallene, held up
überfallen, raid
überfälle, raids
überfall, hold-up
überfällige abrechnung, overdue account
überfällige prämie, premium overdue
überfälliger betrag, amount overdue
überfälliger betrag, overdue amount
überfällige rechnung, overdue invoice
überfälligere, more overdue
überfälliger scheck, overdue cheque
überfälliger scheck, stale cheque
überfälliger scheckþ, stale cheque
überfälliger wechsel, overdue bill
überfällige wertpapiere, accelerated paper
überfällige zahlung, overdue payment
überfällige zinsen, overdue interest
überfällig, overdue
überfällig, past-due
überfälligste, most overdue
überfallkommando, flying squad
überfall, raid
überfall, sudden attack
überfällt, holds up
überfangbogen, enclosing arch
überfein, overnice
überfiel, attacked
überfläuft, overflows
überfliegend, browsing
überfliegen, fly over
überfliegt, flies over
überfließend, overflowing
überfließen, overflow
überfließt, overflown
überflogene, flown over
überflogen, overflown
überflog, flew over
überflossen, overflowed
überflügelnd, outflanking
überflügeln, outflank
überflügelte, outflanked
überflügelt, outflanks
überfluss, abundance
überfluß, abundance
überfluss, affluence
überfluß, affluence
überfluss an arbeitskräften, abundance of labour
überfluß an arbeitskräften, abundance of labour
überfluss an mitteln, abundance of funds
überfluß an mitteln, abundance of funds
überflüsse, exuberances
überflussgesellschaft, affluent society
überflußgesellschaft, affluent society
überfluss, glut
überfluß, glut
überfluss haben, abound in
überflüssig, dispensable
überflüssigere, more superfluous
überflüssigkeit, needlessness
überflüssigkeit, redundancy
überflüssig machen, dispense with
überflüssig machen, redundantize
überflüssig, redundant
überflüssig, spare
überflüssigste, most superfluous
überflüssig, superfluous
überfluss, opulence
überfluß, opulence
überfluß, superabundance
überfluß, superfluity
überflusswirtschaft, economy of abundance
überflußwirtschaft, economy of abundance
überfluten, flood
überfluten, overflow
überflutet, awash
überfordere, overcharge
überfordernd, overcharging
überfordern, overcharge
überforderten, overcharged
überforderte, overcharged
überfordert, overcharges
überfracht, excess freight
überfremdungen, foreign infiltrations
überfremdung, foreign infiltration
überfressen, overeat
überfuhr, ran over
überführte, found guilty
überführung, crossover
überführungen, crossovers
überführung, overpass
überfülle, glut
überfüllen, congest
überfüllend, glutting
überfüllen, glut
überfüllen, overcrowd
überfülle, repleteness
überfüllt, congested
überfüllt, crowded
überfüllte, glutted
überfüllter markt, glut in the market
überfüllt, overcrowded
überfüllt, stodged
überfüllung, congestion
über fünfzig jahre alt sein, be on the wrong side of fifty
überfunktionen, hyperfunctions
überfunktion, hyperfunction
überfüttere, overfeed
überfütternd, overfeeding
überfüttern, overfeed
überfütterte, overfed
überfüttert, overfed
übergab, consigned
übergabe an den käufer, delivery to the buyer
übergabe, commitment
übergabe, committal
übergabe, delivery
übergabe der dokumente, presentation of the documents
übergabe der dokumente, surrender of the documents
übergabe des eigentums, delivery of the property
übergabe, disposal
übergabe, handing over
übergaben, committals
übergabeort, place of conveyance
übergabeort, place of exchange
übergabeort, place of handover
übergabeplatz, place of handover
übergabeprotokoll, completion certificate
übergabe, surrender
übergabe, tradition
übergabe von grundbesitz, livery
übergang, crossing
übergänge, transitions
übergangsbestimmungen, temporary provisions
übergangsbestimmungen, transitional provisions
übergangsbestimmungen, transitory provisions
übergangsbestimmung, temporary arrangement
übergangspassung, snug fit
übergangspfosten, corner newel -post
übergangsposten, deferred item
übergangsregelung, provisional arrangement
übergangsregelung, temporary regulation
übergangsregelung, transitional arrangement
übergangsstadien, transitional stages
übergangsstadium, transitional stage
übergangszeit, transitional period
übergang, transfer
übergang, transient
übergang, transition
übergeben, committed
übergebend, consigning
übergeben, give over
übergeben, hand over
übergeben, surrender
übergebenþ, surrender
übergebührlich, supererogatory
übergegriffen, overlapped
übergehend, ignoring
übergehen, merge into
übergehen, migrate
übergekocht, boiled over
übergelaufen, overflowed
über gelegen, overlain
übergeleitet, led over
übergenau, meticulous
übergenug, more than enough
übergeordnet, superior
übergepäck, excess luggage
über geschäfte reden, talk business
übergeschnappt, crazy
übergeschnappt, screwy
übergeschwindigkeit, overspeed
übergestreift, slipped over
übergetreten, transgressed
übergewicht, excess of weight
übergewicht, excess weight
übergewicht, overbalance
übergewicht, overweight
übergewicht, prevalence
übergewicht, surplus weight
übergewichtþ, surplus weight
übergewinn, excess profit
übergewissenhaftigkeit, scrupulosity
übergeworfen, thrown over
übergibt, consigns
übergießt, spills
überglücklichere, more overjoyed
überglücklich machen, overjoy
überglücklich, overhappy
überglücklichste, most overjoyed
übergossen, spilled
übergreifend, spanned
übergreifen, encroach
übergreifen, overlap
übergreift, overlaps
übergriffe, encroachments
übergriff, encroachment
übergroße genauigkeit, ultraprecision
übergröße, kingsize
übergrößen, outsizes
übergröße, outsize
übergröße, oversize
übergroß, outsized
übergroß, ultralarge
überhandnehmen, prevalence
überhang an arbeit, backlog of work
überhang an aufträgen, backlog of orders
überhang, backlog
überhänge, hang over
überhängend, hanging over
überhängen, overhang
überhang, surplus
überhängte, hung over
überhängt, hangs over
über harwich, via harwich
überhäufe, glut
überhäufen, besiege
überhäufend, glutting
überhäuft, clutters
überhäufte, cluttered
überhaupt, at all
überhaupt keine spanne, no margin at all
überhaupt keine spanne, no margin whatsoever
überhaupt nicht, not at all
überhaupt nichts, absolutely nothing
überheblich, arrogant
überheblichkeit, arrogance
überheblichkeiten, arrogances
überheblichkeit, lordliness
überheblichkeit, pride
überhebt, overstrains
überheizend, overheating
überheizen, overheat
überheizen, overheating
überheizte, superheated
überheizt, overheated
überhin, in all directions
überhitzen, overheat
überhitzen, superheat
überhitzte konjunktur, overheated boom
überhitzt, overheated
überhitzung, overheating
überhöhte brückenbahn, hump-backed bridge carriageway
überhöhte nachfrage, excess demand
